연번,사업자명,사업자등록번호,업종명(대분류),소재지
14466,새천년,4092427667,도매 및 소매업,광주광역시 북구  빛고을대로 812 (지야동)
14467,바른환경연구소,7128600131,"전문, 과학 및 기술 서비스업",전남 담양군 수북면 한수동로 352-11 542-5
14468,한솔엘리베이터,6178155530,제조업,"부산 수영구 수영로 568 301호 (광안동, 이든바인하츠)"
14469,그린글로브라인,1048606464,운수 및 창고업,"서울특별시 영등포구  경인로 775 (문래동3가, 에이스하이테크시티) 1동 709호"
14470,성오강관,3058134971,제조업,경상북도 김천시 어모면 산업단지4로 130 (어모면)
14471,한국비철,1058152554,제조업,충남 아산시 둔포면 아산밸리중앙로 170 
14472,비에스,7178601305,제조업,경북 포항시 북구 법원로116번길 49-7 (장성동)
14473,제일윈도텍스,5058165583,제조업,경상북도 경산시 진량읍 대구대로 412 (진량읍)
14474,광덕철강산업,5108128483,제조업,경상북도 성주군 선남면 나선로987-42 
14475,누리참,2268601702,제조업,경상북도 경산시 압량읍 해오름길 144 
14476,여기스터디,1088178816,교육 서비스업,"서울 영등포구 여의대방로62길 2 6층 (신길동, 봉덕빌딩)"
14477,세일에스티에스,1078687281,도매 및 소매업,"경기 평택시 청북읍 현곡길 79-75 1,2,3동"
14478,삼흥에스씨,6068609384,제조업,부산광역시 강서구 가달1로 58 
14479,두현,1288648174,제조업,"경기 고양시 일산동구 일산로 142 413-1호 (백석동, 유니테크빌)"
14480,제이에스글로벌,8898800906,운수 및 창고업,충청남도 서산시 지곡면 무장산업로 201-22 (지곡면)
14481,크리에이텍,6218138582,정보통신업,"부산 해운대구 센텀북대로 60 915호 (재송동, 센텀 아이에스타워)"
14482,동우,3128114105,"수도, 하수 및 폐기물 처리, 원료 재생업",충남 천안시 서북구 번영로 704 201호 (업성동)
14483,대신네트웍스,2248105110,건설업,강원 원주시  갈촌길 104-3 (관설동)
14484,영창제강,6228106744,제조업,경남 김해시 상동면 동북로473번길 63 (영창제강(주))
14485,제이아이텍,8248100235,제조업,경남 창원시 마산회원구 내서읍 수곡로 75 (내서읍)
14486,피앤케이파워시스,1078693987,건설업,경기도 화성시 봉담읍 수기웃말길 46 
14487,에디샵,2098143454,도매 및 소매업,"서울특별시 성북구  종암로9길 86 (종암동, 종암2차아이파크아파트) 305호"
14488,피에스피에프앤디,2158782890,도매 및 소매업,"서울 송파구 송이로 99 (가락동, 2층 전관)"
14489,아이엠에스,6058182806,도매 및 소매업,"부산광역시 수영구  수영로 608 (광안동, 부일빌딩 2층)"
14490,부일특장,1378157667,운수 및 창고업,인천 서구 신동안길 27 (금곡동)
14491,삼영진공,5148148841,제조업,대구 달서구 호산로 31 (파호동)
14492,황남빵,5050394362,숙박 및 음식점업,경상북도 경주시 태종로 783 
14493,나래식품,4178115001,제조업,전남 여수시 돌산읍 돌산로 2950 
14494,바이오피던스,6128601941,제조업,경기도 남양주시 진접읍 팔야산단로11번길 17-27 (진접읍)
14495,이레솔루션,6498600492,"협회 및 단체, 수리 및 기타 개인 서비스업","경기도 하남시  하남대로 947 (풍산동, 하남테크노밸리 U1 CENTER) 12층 제디1203호"
14496,배이산업,3038105053,"전문, 과학 및 기술 서비스업",서울특별시 광진구  능동로 253 4층 (군자동)
14497,조양국제종합물류,2188115419,운수 및 창고업,서울 강서구 강서로 406 (등촌동) 동광빌딩 3층
14498,건보엔지니어링건축사사무소,3588800741,"전문, 과학 및 기술 서비스업","경기도 성남시 분당구  정자일로 1 (금곡동, 코오롱트리폴리스1) 비동 1304호"
14499,웅자네푸드,5018800592,제조업,경기 시흥시 정왕천로369번길 59-1 (정왕동) 105호호
14500,에이스제약,1328611720,제조업,경기도 양평군 양서면 청계길97번길 36 (양서면)
14501,동영M&T,6095493575,제조업,경상남도 사천시 사남면 해안산업로 365-0 (사남면)
14502,한보건설,5148171570,건설업,대구광역시 달서구 조암로10길 5 6층 601호 (월성동 메이플빌딩)
14503,에스엠씨오토메이션,1098601576,도매 및 소매업,"서울특별시 영등포구  선유로3길 10 (문래동5가, 하우스 디 비즈) 715호"
14504,대륙철강산업,5068129751,제조업,경북 포항시 남구 대송면 철강로250번길 13-2 (대륙철강산업㈜)
14505,경수제철건설,1188114181,"전문, 과학 및 기술 서비스업",충남 당진시 신평면 신평길 313-27 (주)경수제철건설
14506,일동산업,3118118506,제조업,충남 당진시 신평면 서해로 6707-23 
14507,세광세록스,1308626396,제조업,인천광역시 부평구 부평북로 191 
14508,호현레이저,5058179660,제조업,경상북도 경주시 외동읍 문산2산단3로 31-20 
14509,성도약품,1228161005,도매 및 소매업,인천 계양구 만봉길 86 (귤현동)
14510,성규푸드시스템,1408170647,도매 및 소매업,"경기 남양주시 다산순환로 20 (다산동, 현대프리미어캠퍼스  A동 8층 에이에이08-054호)"
14511,세범,3168124056,제조업,충청남도 서산시 성연면 성연4로 101-7 (성연면)
14512,디올테크,3168113262,제조업,충남 서산시 성연면 두치로 300-9 
14513,케이알,6158126330,제조업,경남 김해시 한림면 김해대로1538번길 46 
14514,삼영유엘에스,3128146306,운수 및 창고업,충청남도 아산시 영인면 아산호로 352 (영인면)
14515,이엘산업,6308101599,제조업,인천광역시 서구 로봇랜드로249번길 132-1 (청라동) 비동
14516,한빛티엔에스,2368701351,제조업,"경기도 고양시 덕양구 향동로 201 12층 1253,1252호"
14517,아폴로산업,1308145383,제조업,경기 시흥시 경기과기대로 64 시화공단 3마 617호 (정왕동)
14518,투플러스,2238119120,도매 및 소매업,경기 남양주시 화도읍 가곡로72번길 12 
14519,시스텍,1278800526,제조업,"경기도 화성시  동탄원천로 354-11 (능동, 동탄퍼스트빌스타) A동 1516호"
14520,보광전기,3058112642,건설업,대전 동구 신기로 157 (가오동)
14521,석진철강,5048130626,제조업,경상북도 칠곡군 기산공단1길 3 
14522,도현,5108115936,제조업,경북 성주군 선남면 선노로 691 
14523,대동신관,6038117236,제조업,부산 사하구 다산로260번길 58 (장림동)
14524,세진석건,4030786109,제조업,전북 익산시 함열읍 용왕석재길 66 (세진석건)
14525,미당,1248626917,제조업,경기도 화성시 융건로 41-26 
14526,삼주,6028140485,정보통신업,부산광역시 해운대구 좌동순환로 395 3층 (한라프라자)
14527,나우리,4188144848,정보통신업,전북 전주시 완산구 효자로 98 (효자동3가) 402호
14528,농업회사법인잇츠프레시,7528101813,제조업,경기도 광주시 도척면 사기소길14번길 50 (도척면)
14529,리버스,2148782922,제조업,경기 안산시 단원구 신원로 430 (원시동)
14530,에이엠영보,1208160465,"사업시설 관리, 사업 지원 및 임대 서비스업",서울 강남구 영동대로85길 20-5 601호 (대치동)
14531,대건기업,1168150084,"사업시설 관리, 사업 지원 및 임대 서비스업","서울특별시 영등포구 양산로 57-5 2층 207호 (양평동3가, 양평동 이노플렉스)"
14532,에이치엠시,1058196566,도매 및 소매업,경기 부천시 오정구 산업로8번길 51 (오정동)
14533,엠제이엠엔에스,6940301936,제조업,경상남도 김해시 주촌면 골든루트로129번길 129 (주촌면)
14534,뉴퍼스트부동산중개법인,1338801331,부동산업,"서울 서초구 강남대로 455 B동 508호 (서초동, 강남태영데시앙루브)"
14535,한신칼라스틸,1198122025,도매 및 소매업,서울특별시 금천구 시흥대로 46 2동 2층 13호 (중앙철재상가)
14536,이룸시스,1058764066,도매 및 소매업,"서울 금천구 두산로 70 A동 19층 1905호 (독산동, 현대지식산업센터)"
14537,에바커머스,2878601653,도매 및 소매업,서울특별시 강남구 강남대로128길 4 5층
14538,에이엠컴퍼니,2048623235,도매 및 소매업,"서울 동대문구 답십리로64길 75 5층 (장안동, 에이엠컴퍼니빌딩)"
14539,에치디엘,1258113119,운수 및 창고업,경기 평택시 포승읍 포승남로 105-14 
14540,로이안에이치앤에프,6178163840,부동산업,"서울특별시 강남구  논현로12길 19-3 (개포동, 두이빌딩) 2층"
14541,골든벨통상,1208646963,도매 및 소매업,서울특별시 송파구 가락본동(가락동) 137번지 13호 GB타워 6F
14542,티앤티솔루션,1068675045,도매 및 소매업,"서울특별시 용산구  새창로 101 (용문동) 1,3층"
14543,일명제약,3018186569,제조업,충북 괴산군 사리면 수암3길 69 (수암리 708-3번지)
14544,비앤지,3058153380,"사업시설 관리, 사업 지원 및 임대 서비스업",대전광역시 동구  동대전로 309 (가양동)
14545,삼공,3058601325,제조업,충남 금산군 복수면 다복로 491-26 
14546,한울건설,2148638827,건설업,전남 진도군 고군면 벽파진로 272 103호
14547,두성철강산업,3028109338,제조업,대전 대덕구 문평서로 56 (문평동)
14548,가우테크,2158178981,제조업,경기도 용인시 처인구 모현읍 갈월로 52 
14549,디에스텍,5068161538,"전문, 과학 및 기술 서비스업",경상북도 포항시 남구 연일읍 연일로145번길 72 (연일읍)
14550,정훈정보시스템,6158145642,도매 및 소매업,경남 창원시 성산구 완암로 50 (성산동) 창원 SK테크노파크 메카동 803호
14551,농업법인도담,1268195429,도매 및 소매업,충북 청주시 흥덕구 청주역로 517-63 (신촌동)
14552,동방페이퍼,1288640134,도매 및 소매업,경기 고양시 일산동구 장항로 139-5 (장항동)
14553,흥일기업,1268104836,제조업,경기 이천시 장호원읍 경충대로519번길 239-104 
14554,신동양건설,3168101709,건설업,충청남도 서산시 갈산1길 105 
14555,그린에스,5068119651,"사업시설 관리, 사업 지원 및 임대 서비스업","경상북도 포항시 남구  중앙로 154 (해도동, 학산타워빌딩) 811호"
14556,은성공업,1958700779,제조업,경북 칠곡군 왜관읍 공단로7길 14 (왜관읍)
14557,대한전공,3378600226,제조업,전라북도 전주시 덕진구 팔복로 190 
14558,홈앤디포,1268174201,도매 및 소매업,경기도 광주시  회안대로 730 (탄벌동)
14559,엔디케이,5138167199,제조업,경북 칠곡군 가산면 경북대로 1533 
14560,서진테크,5138152721,제조업,경북 칠곡군 왜관읍 공단로1길 156 
14561,다산플라스틱,5131913167,제조업,경상북도 칠곡군 북삼읍 칠곡대로274-23 
14562,삼영필텍,1068144213,제조업,"경기 부천시 오정구 석천로453번길 96 (삼정동, 주식회사삼영필텍)"
14563,예감,1268661701,제조업,경기도 하남시 청뜰로 5 
14564,동주,1258194432,제조업,경기 평택시 서탄면 수월암4길 204 1호
14565,주)에스이파트너즈,1078670418,정보통신업,"서울특별시 강남구 언주로 431 6층 ((역삼동,삼봉빌딩))"
14566,조인트크리에이티브,2018162684,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시 강남구 강남대로146길 35 2층
14567,원중기업,1318120328,"사업시설 관리, 사업 지원 및 임대 서비스업",인천 남동구 인주대로 670 인향콤비타워901 (구월동)
14568,에버그린푸드,1298124016,제조업,경기 성남시 중원구 둔촌대로 516 (상대원동)
14569,이노링크,1248672653,제조업,"경기 군포시 한세로56번길 7 2층 (당정동, 이노링크)"
14570,진서에프티,7868602727,제조업,인천 서구 봉수대로 303-11 (석남동)
14571,덕성인더스트리,1408109744,제조업,충남 아산시 둔포면 아산밸리로 303 
14572,하나이엔지,6128114795,제조업,경남 고성군 거류면 동해로 679 
14573,한영파트너스에프에이치,1388102132,부동산업,경기 시흥시 문화마을로16번길 45 2층 (대야동)
14574,마운틴,1378644982,제조업,경기 김포시 양촌읍 황금로324번길 22 (학운3산업단지 5블럭 5로트)
14575,한국소문사,1061470155,제조업,"경기 파주시 회동길 270 (문발동, 한국소문사)"
14576,대현철강,1248164390,도매 및 소매업,경기도 성남시 분당구  대왕판교로351번길 18 (궁내동)
14577,가나안,1318609217,제조업,경기도 김포시 양촌읍 학운산단1로 7 (양촌읍)
14578,산양미트,2248126546,제조업,강원 원주시 소초면 송황유사길 23 
14579,아이넷빌더,2118696662,도매 및 소매업,서울특별시 영등포구  양평로 157 (양평동5가) 15층 1507호
14580,이엘테크,3128620427,제조업,경기 안산시 단원구 해봉로 272-24 (신길동)
14581,에코스마트,1248639445,제조업,경기 화성시 팔탄면 무하로156번길 9 에코스마트
14582,티엠텍,1258151016,제조업,"경기도 평택시 진위면 마산9로 11 (진위면, (주)티엠텍)"
14583,성한아이엔티,2328103525,도매 및 소매업,"서울 마포구 월드컵북로 21 5층 (서교동, 풍성빌딩)"
14584,에스에이치테크,3698801717,제조업,광주 광산구 평동산단1번로 148 (장록동)
14585,시코,1208638634,도매 및 소매업,"서울특별시 송파구  법원로 114 (문정동, 엠스테이트) A동 810호"
14586,서부네트웍스,1378168164,정보통신업,인천광역시 서구 길주로44번길 25 
14587,에스텍,6172173311,제조업,부산광역시 강서구  녹산산업중로 287-19 (송정동)
14588,부승화학,6108128013,제조업,울산 울주군 온산읍 회학3길 28 
14589,동광특수금속,1308666476,제조업,경기 부천시 오정구 고리울로64번길 77-7 (고강동)
14590,에코프린,6428100249,도매 및 소매업,경기도 화성시 비봉면 화성로1616번길 73 (비봉면)
14591,큐스코,2328800250,정보통신업,서울 서초구 서초중앙로 56 8층 (서초동)
14592,코마츠코리아,1058757298,도매 및 소매업,서울 마포구 마포대로 53 A-1007호 (도화동)
14593,앤커머스,2148656446,정보통신업,"서울특별시 마포구  동교로 67 (망원동, 삼운빌딩) 3층"
14594,동양전자,4108664845,제조업,광주광역시 광산구  사암로118번길 79 (우산동)
14595,세웅정보통신,1018139321,건설업,"서울특별시 영등포구  양산로 57-5 (양평동3가, 양평동 이노플렉스) 707호"
14596,중앙약품,4108174289,도매 및 소매업,광주광역시 서구  원마륵1길 19 (마륵동)
14597,화성포장산업,5148142060,제조업,제주 서귀포시 대정읍 일주서로3000번길 125 (제주팩)
14598,삼원,3898701048,제조업,경기 화성시 반정로154번길 28 (반정동)
14599,한서인더스트리,1218622149,제조업,인천광역시 동구 봉수대로97 (송림동)
14600,디더블유메탈,1408180937,제조업,"경기 시흥시 마유로20번길 52 (정왕동, 시화공단3바 718호)"
14601,새한기업,4058104025,제조업,전북 김제시 만경읍 백석로 371 
14602,호남푸드,4098182474,도매 및 소매업,광주 북구 본촌마을길 136 (본촌동)
14603,조아기프트,2148725687,도매 및 소매업,서울특별시 금천구 가산디지털1로 165 9층 (가산비즈니스센터)
14604,지피앤피,2118688589,도매 및 소매업,서울 강남구 삼성로 706 6층 (청담동)
14605,대광아스콘,1268183923,제조업,경기 여주시 가남읍 여주남로 761 
14606,태영,1388113115,"사업시설 관리, 사업 지원 및 임대 서비스업","경기도 안양시 동안구  벌말로 126 (관양동, 평촌 오비즈타워) 906호"
14607,만송,1968101162,제조업,경기도 김포시 양촌읍 황금로257번길 40 (양촌읍)
14608,알트코리아,8738601833,도매 및 소매업,"울산광역시 남구 테크노산업로55번길 90 ((두왕동, 본관동))"
14609,이화컴퍼니,2308106282,도매 및 소매업,"서울 송파구 올림픽로 269 901호 (신천동, 롯데캐슬골드)"
14610,투씨엘시스템,1088188099,도매 및 소매업,"서울특별시 구로구 가마산로 282 ,201(구로동, 대림오피스밸리)"
14611,디자인그룹공장,1208819932,"전문, 과학 및 기술 서비스업","서울특별시 강남구  학동로56길 26 (삼성동, 재율빌딩) 5층"
14612,이엔비,1248730873,제조업,"충청북도 영동군 황간면 황간동로 205 (황간면, (주)이엔비)"
14613,하은테크본점,2118655531,도매 및 소매업,경기 안양시 동안구 벌말로 66 (관양동) 평촌역 하이필드 에이동 1312호
14614,핸들포유,1058625784,"사업시설 관리, 사업 지원 및 임대 서비스업","경기 성남시 수정구 위례광장로 19 1004호 (창곡동, 아이페리온)"
14615,정백,1068800024,제조업,광주광역시 동구 제봉로98번길 11-11 2층 (대산빌딩)
14616,디엠쉽핑,6028117776,운수 및 창고업,부산광역시 해운대구 센텀중앙로 97 30층 3002호 (센텀스카이비즈)
14617,스마트로지스틱,8978800038,운수 및 창고업,"경기도 용인시 기흥구  기흥단지로24번길 9 (고매동, 페리카나비즈니스센터) 301호"
14618,자연그대로,4178150968,제조업,경기도 양주시 백석읍 권율로1203번길 8-13 
14619,혜명산업,4021454733,제조업,전북 김제시 황산면 남양2길 263 (혜명산업)
14620,미라클,1228179131,제조업,"인천광역시 미추홀구  주염로 58 (주안동, 주안시범공단) 310호"
14621,포어링크,2148687288,도매 및 소매업,서울 금천구 가산디지털2로 184 벽산디지털밸리2차 1308호 (가산동)
14622,일상의친구,5348100064,도매 및 소매업,"서울 성북구 안암로 17 5층 (안암동4가, 수리빌딩)"
14623,태경전산폼,1088118894,도매 및 소매업,서울 금천구 벚꽃로 286 리더스타워 7층 711 (가산동)
14624,서울항공화물,1068117375,운수 및 창고업,서울 영등포구 선유로 146 이앤씨드림타워
14625,조선우드,4108704941,제조업,광주광역시 광산구 하남산단5번로99-11 (장덕동)
14626,현대이엔티,4128127502,"수도, 하수 및 폐기물 처리, 원료 재생업",전남 화순군 화순읍 자치샘로 48 412호
14627,국일특수지,1288110009,제조업,경기 파주시 법원읍 동문리 253-1번지
14628,세풍지업사,3061570335,도매 및 소매업,대전 동구 태전로 56-9 (삼성동)
14629,산모도우미119광주점,5129603371,"협회 및 단체, 수리 및 기타 개인 서비스업",광주 광산구 장신로 337 (신창동) 301호
14630,에이티씨,1288660028,도매 및 소매업,경기도 고양시 일산동구 장항로 65 
14631,디아리오,8568101380,제조업,경기도 광주시 옥토골길 8-1 
14632,진성산업,2076163892,제조업,서울 광진구 용마산로 148 (중곡동)
14633,프레시멘토,7908800305,도매 및 소매업,"서울특별시 송파구  석촌호수로18길 17 (석촌동, 금광빌딩) 2층 201호"
14634,신원화학,1288108629,제조업,경기 시흥시 공단1대로28번길 92 시화1라106호` (정왕동)
14635,영윈,6368700907,"전문, 과학 및 기술 서비스업",경북 안동시 서동문로 252 5층 (법흥동)
14636,코스믹대영,1378627023,제조업,경기도 김포시 하성면 월하로732 
14637,엔유테크,7388700810,제조업,충청남도 아산시 선장면 삼봉로 104 (선장면)
14638,이브이케이엠씨,8478601815,도매 및 소매업,경기 시흥시 공단3대로 115 (정왕동)
14639,영풍위생방역,3078143025,"사업시설 관리, 사업 지원 및 임대 서비스업",세종 조치원읍 충현로 94-6 (송옥빌딩 202호)
14640,남양공업,8898100872,제조업,경남 사천시 사남면 공단4로 147 
14641,새한그라스테크,6158129303,제조업,경상남도 밀양시 산외면 산외강변로 263 (산외면)
14642,코스모이엔텍,1238629906,제조업,경기도 안양시 동안구  엘에스로 91 (호계동) 한국프라자 4층 405호
14643,대산엘리베이터,5148128068,제조업,대구 남구 대명복개로 50 (대명동)
14644,크레이,4108606108,건설업,전남 광양시 항만13로 15 5층 (중동)
14645,에이비메디컬,4098627520,제조업,전남 장성군 남면 나노산단5로 6-24 6-24
14646,KOREABOARDGAMES,1288191230,도매 및 소매업,경기 파주시 탄현면 요풍길 10 
14647,앤케이스테이션,2068617122,"사업시설 관리, 사업 지원 및 임대 서비스업",서울 영등포구 양평로 110 302호 (양평동4가)
14648,용호금속,4098603402,제조업,전남 장성군 황룡면 강변로 451-36 B L
14649,진우식품,5028157541,제조업,대구광역시 동구 반야월북로2길 15-1 
14650,고려부품,1128142001,도매 및 소매업,경기 안양시 만안구 박달로 319 (박달동)
14651,디엠모티브,2078199836,제조업,경상남도 창원시 진해구  남영로527번길 16 (남양동) 디엠모티브
14652,신화어드밴스,1088183551,도매 및 소매업,"서울특별시 영등포구  선유로9길 10 (문래동6가, 문래 SK V1 center) 215-216호"
14653,내함물산,4298601771,도매 및 소매업,서울특별시 강남구  도곡로 213 2층 202호 (역삼동)마고빌딩
14654,헬프컴퍼니,1068154273,도매 및 소매업,"서울 서초구 서초대로 118 (방배동, 양지빌딩2) 4층, 주식회사 헬프컴퍼니"
14655,송현테크,1318166396,제조업,인천 남동구 은봉로105번길 40 48블럭 1로트 남동공단 (논현동)
14656,상일이앤피,1138176066,제조업,경기 파주시 탄현면 국원말길 10-52 
14657,신효산업,6158124142,제조업,충청남도 아산시 영인면 아산호로 470-68 (영인면)
14658,승진그린텍,6158171757,제조업,경남 밀양시 초동면 금포안길 100 
14659,에이원오토,7528101579,"사업시설 관리, 사업 지원 및 임대 서비스업",경기 의정부시 민락로 392 (낙양동) 로얄프라자 3층
14660,이움크리에이티브,3248801107,"전문, 과학 및 기술 서비스업",서울특별시 강남구 봉은사로37길 45-11 
14661,지씨컴퍼니글로벌,4198801481,도매 및 소매업,서울특별시 서초구  주흥1길 26 (반포동) 2층
14662,대달인터내셔널,1078164075,도매 및 소매업,서울특별시 구로구 디지털로26길 123 1607호
14663,한엑스,6068197715,제조업,부산 강서구 녹산산단381로 29 (송정동)
14664,인사바른,5968801250,"전문, 과학 및 기술 서비스업",경기도 수원시 영통구  창룡대로 260 (이의동) 5층 510호
14665,이호,6218607221,도매 및 소매업,경상남도 밀양시 삼랑진읍 용전산업단지길 293 (삼랑진읍)
14666,이레이,1808701742,제조업,"경남 창원시 성산구 전기의길 12 1층 101-2호 (성주동, 한국전기연구원)"
14667,스타오토케어,3188700616,"협회 및 단체, 수리 및 기타 개인 서비스업",경기도 용인시 처인구 포곡읍 성산로 520 
14668,대림테크,3128660303,제조업,충남 아산시 둔포면 이화서길 73-21 
14669,티제이테크놀러지,2428601169,제조업,경기 안성시 원곡면 지문로 503-13 
14670,코아소프트,5288800087,정보통신업,"서울 마포구 월드컵북로 396 10층 1002호 (상암동, 누리꿈스퀘어 연구개발타워)"
14671,브라운에프앤씨,3638600322,"전문, 과학 및 기술 서비스업","서울특별시 서초구  남부순환로347길 20 (서초동, 서초테마빌딩) 7층 2호"
14672,엔아이티소프트,8648700609,정보통신업,서울특별시 강남구 선릉로 624 3층
14673,씨오케이컴퍼니,4538800686,도매 및 소매업,"서울특별시 금천구  가산디지털1로 225 (가산동) 506호, 507호"
14674,혜성미트코리아,5948101653,도매 및 소매업,"서울 성동구 마장로29길 53-19 , 1층 101호(마장동)"
14675,씨에스비전,1138667752,도매 및 소매업,"서울 영등포구 영등포로 150 C동 12층 03호 (당산동1가, 생각공장 당산)"
14676,에이치디그룹,1248758338,정보통신업,서울특별시 서초구  신반포로49길 12 (잠원동) 이루진빌딩 4층
14677,진우공업,6108143877,제조업,울산 북구 모듈화산업로 71 (효문동)
14678,에프엠텍,1028141285,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시 동대문구 천호대로 2 6층 (이지빌딩)
14679,한국앤컴퍼니,8128801360,제조업,"인천 서구 북항로193번길 9 ,B동(원창동)"
14680,시그니처,1168701455,제조업,"경기 군포시 봉성로 92 2,4층 (당정동)"
14681,젬마그린,1138687758,도매 및 소매업,경기도 광명시 신기로 20 3층 301호 (유플래닛 유타워)
14682,자이드,1238628057,제조업,경기도 군포시 고산로126번길 8 ((당정동))
14683,코원이엔씨,5058157045,제조업,충청남도 당진시 신평면 신평길 140 2층
14684,디어커스,3068137291,도매 및 소매업,서울특별시 마포구 동교로12길 6 3층 (정강빌딩)
14685,다드림산업,1258623548,제조업,경기도 화성시 양감면 암소고개로 86-37 (양감면)
14686,얼라이드시스템,5048154327,도매 및 소매업,대구광역시 수성구 범안로91길 51-22 
14687,예스모바일,7248800176,도매 및 소매업,"경기 안산시 단원구 광덕대로 151 120호 (고잔동, 삼영타운)"
14688,토야테크,1438111443,제조업,경기도 화성시 남양읍 현대기아로 520-16 (사무동)
14689,대상테크론,1378176999,제조업,경기 김포시 대곶면 대곶남로446번길 44-39 
14690,청룡수산,6168110879,제조업,제주 서귀포시 남원읍 일주동로 7825 (청룡수산)
14691,서림산기제1공장,6098149361,제조업,경남 창원시 성산구 공단로 223 (웅남동)
14692,광진티엘에스,6178117744,운수 및 창고업,부산 남구 우암로 112 (감만동)
14693,유엘피,1218134918,운수 및 창고업,충남 아산시 영인면 신봉길 103-38 
14694,원엔터프라이즈,6058604222,"사업시설 관리, 사업 지원 및 임대 서비스업",부산 부산진구 거제대로36번길 26 (양정동)
14695,이엔지폴리머,6218143713,도매 및 소매업,경상남도 양산시 물금읍 증산역로 135 5층 504호
14696,새늘에프앤비,5568100216,제조업,경기도 화성시 팔탄면 노하길116번길 97-10 (팔탄면)
14697,다원트레이드,7508100782,도매 및 소매업,서울특별시 금천구 가산디지털1로 146 501호
14698,빅픽처코퍼레이션,5788701328,도매 및 소매업,서울특별시 구로구 디지털로26길 61 1604호 (에이스하이엔드타워2차)
14699,에스아이팩,1268657283,제조업,경기 광주시 곤지암읍 열미길 185-20 (곤지암읍)
14700,인성코퍼레이션,1228199705,"수도, 하수 및 폐기물 처리, 원료 재생업",인천광역시 중구  서해대로93번길 14-1 (항동7가) 3층
14701,에스코,1268176591,제조업,경기도 이천시 대월면 대월로 224-28 (대월면)
14702,7번가사람들,6078193686,제조업,경기 이천시 호법면 이섭대천로 614 (주)7번가사람들
14703,씨엘씨컴퍼니,5538700863,도매 및 소매업,경기도 화성시 향남읍 발안로 742-33 (향남읍)
14704,과성제책사,1282140265,제조업,경기 고양시 일산동구 노첨길 47 (장항동)
14705,토리,1408155476,도매 및 소매업,경기도 안산시 단원구 중앙동(고잔동) 730번지 5호
14706,메디스토어,1248731552,도매 및 소매업,"경기 안양시 만안구 오리로34번길 7-31 (박달동) 형제빌딩2,3층"
14707,제이씨케미칼,3018180380,제조업,충북 진천군 덕산읍 석장로 56-25 (JC케미칼(주))
14708,청명종합광고기획,1228645790,"전문, 과학 및 기술 서비스업",인천광역시 남동구  장자로6번길 3-10 (장수동) 101호
14709,미래약품,4028134855,도매 및 소매업,전라북도 전주시 덕진구  삼례로 62 (고랑동)
14710,신성공조시스템,4028182551,도매 및 소매업,전라북도 전주시 덕진구  정여립로 858 (만성동)
14711,거산알루미늄,5038198550,제조업,경상북도 성주군 성주읍 성주산업단지로5길 7 (성주읍)
14712,케이시스템,1198678709,"협회 및 단체, 수리 및 기타 개인 서비스업",서울특별시 금천구  가산디지털2로 14 (가산동) 대륭테크노타워12차 1405호
14713,마동파이프,1278653183,제조업,경기도 양주시 광적면 광적로 179-18 (광적면)
14714,남경,2338600977,제조업,경기 부천시 오정구 산업로 31 (오정동)
14715,비엔기술산업,7768801759,제조업,충청북도 음성군 생극면 임곡길 290 
14716,아이티스토리글로벌,1068670564,도매 및 소매업,경기도 고양시 일산서구 덕산로121번길 63-2 (가좌동)
14717,엠엔씨텍,1408159337,제조업,경기도 안산시 단원구  지원로 107-4 (성곡동)
14718,바이올푸드,6218196199,제조업,경남 양산시 상북면 충렬로 463 
14719,휴먼씨앤씨,2208164397,"사업시설 관리, 사업 지원 및 임대 서비스업",경기도 수원시 권선구  새터로 46 (세류동) 3층
14720,엘테크,7128802021,제조업,경기 용인시 처인구 임원로8번길 4 (고림동)
14721,대명이십일,1178149576,건설업,서울특별시 강서구 공항대로81길 35 14층 (염창투웨니퍼스트)
14722,에스앤에이엔터테인먼트,1848700070,"전문, 과학 및 기술 서비스업","서울특별시 서초구  강남대로6길 133-19 (양재동, 신성빌딩) 201호"
14723,계림엘피피,2068637152,제조업,경기 남양주시 진접읍 팔야로 91-16 (91-18)
14724,성실엠와이,4318802030,제조업,경기 화성시 마도면 마도공단로4길 54 
14725,드림씨앤비,1278648128,도매 및 소매업,경기도 양주시 장흥면 호국로 97 
14726,명일,3148138442,제조업,대전 대덕구 방두말3길 38 (평촌동)
14727,에프알에너지,3208100053,제조업,경기 평택시 삼봉로 106-10 (독곡동)
14728,대양에너지,1268196879,도매 및 소매업,경기 이천시 마장면 중부대로533번길 42-3 
14729,대신종합관리시스템,4098629533,부동산업,"전남 화순군 화순읍 충의로 91 (화순읍, 만연빌딩) 2층"
14730,한얼환경산업,1228636651,제조업,인천 서구 완정로65번안길 40 (마전동)
14731,평화산업사,5141971189,제조업,경북 고령군 성산면 개경포로 2083-5 
14732,신우테크,1258137969,제조업,세종 전의면 관정리 전의2산업단지 11블럭
14733,도담아이,1138629758,도매 및 소매업,서울특별시 강남구 논현로122길 10 3층 (우연빌딩)
14734,티에스이,1408134199,도매 및 소매업,경기 화성시 남양읍 신남로 367 3동 2층
14735,리서치랩,1208613967,"전문, 과학 및 기술 서비스업","서울 강남구 테헤란로78길 16 6층 (대치동, 노벨빌딩)"
